	docid	src	tgt	score
10	1246F8179F24DC9CB3E26AB381279DDD9D4B6B71	Nous analysons les théories de Cohen et Levesque (1990a) et de Perrault (1990), mettons en évidence des problèmes qu'elles ont et montrons que notre théorie ne souffre pas de ces problèmes.	We analyse Cohen and Levesque (1990a)'s theories, highlight problems which arise, and show that our theory does not have these problems.	0.82373046875
11	1246F8179F24DC9CB3E26AB381279DDD9D4B6B71	Son point de départ est ce que nous appelons le principe d'observation.	The starting point of our theory is called the observation principle.	0.82861328125
12	1246F8179F24DC9CB3E26AB381279DDD9D4B6B71	Ce principe rend compte de la distinction entre ce qu'un agent observe d'un autre agent et l'action que ce dernier a réellement accomplie.	It accounts for a distinction between what an agent observes from another agent, and the action the latter has really performed.	0.82861328125
13	1246F8179F24DC9CB3E26AB381279DDD9D4B6B71	La théorie est exprimée dans un cadre de logique autoépistémique utilisée objectivement, dans le sens de Levesque (1990).	The theory is couched in an autoepistemic logic used objectively, along the same lines as in (Levesque, 1990).	0.6806640625
14	1246F8179F24DC9CB3E26AB381279DDD9D4B6B71	Appliquée au contexte de la communication, nous montrons que cette théorie prédit correctement les changements des croyances de l'observateur dans des cas tests tels que l'assertion sincère et le mensonge (détecté ou non).	When applied to a communication context, it is shown that it correctly predicts the changes in an observer's beliefs in test cases such as sincere assertion and (detected or non-detected) lie.	0.76806640625
15	1246F8179F24DC9CB3E26AB381279DDD9D4B6B71	Ces cas mettent en évidence la capacité de la théorie à appréhender des situations de dialogue régulières, mais aussi celles où apparaissent des problèmes dus à une perception erronée, telle q'une mauvaise reconnaissance en communication par la parole.	Such test cases highlight the ability of the theory to handle not only normal dialogue situations but also those where problems arise due to erroneous perception, such as misrecognition in spoken communication.	0.8203125
16	342CB9F77392F1D5A8C9209AB5653F50A9B668D0	Nous confrontons une approche linguistique/psycholinguistique de l’organisation du lexique mental avec une approche mathématique/informatique de l’organisation « implicite » du lexique dans les dictionnaires considérés comme des graphes et dont la structure est de type « petit monde ». Cette étude a pour objectif de montrer que si la structure implicite du lexique dans les dictionnaires de langue, mise au jour mathématiquement, est en adéquation avec le mode de catégorisation chez les jeunes enfants (2/3 ans), alors les grands graphes de dictionnaires pourront conquérir le statut de véritables « artéfacts cognitifs » ce qui ouvrirait la voie à des applications novatrices et à une perspective de recherche prometteuse.	We compare a linguistic/psycholinguistic approach of the organisation of the mental lexicon with a computational approach of the implicit lexical organisation in dictionaries taken as graphs and whose structure is a “small world”. This double approach aims at showing that if the implicit structure of dictionaries, mathematically identified, is adequate with the way young children categorise, then those graphs might be considered as “cognitive artefacts”. This may lead to novel applications as well as to promising researches.	0.6328125
17	9D7CC376BB86766215A50A5C1B621E7AF15D345D	Les scores retournés par les séparateurs à vaste marge sont souvent utilisés comme mesures de confiance pour la classification de nouveaux exemples.	The scores returned by support vector machines are often used as a confidence measures in the classification of new examples.	0.6328125
18	9D7CC376BB86766215A50A5C1B621E7AF15D345D	Cependant, il n'y a pas de fondement théorique à cette pratique.	However, there is no theoretical grounds sustaining this practice.	0.83544921875
19	9D7CC376BB86766215A50A5C1B621E7AF15D345D	C'est pourquoi, lorsque l'incertitude de classification doit être estimée, il est plus sûr de recourir à des classifieurs qui estiment les probabilités conditionnelles des classes.	Thus, when classification uncertainty has to be assessed, it is safer to resort to classifiers estimating conditional probabilities of class labels.	0.82470703125
20	9D7CC376BB86766215A50A5C1B621E7AF15D345D	Ici, nous nous concentrons sur l'ambiguïté à proximité de la frontière de décision.	Here, we focus on the ambiguity in the vicinity of the boundary decision.	0.86962890625
21	9D7CC376BB86766215A50A5C1B621E7AF15D345D	Nous proposons une adaptation de l'estimation par maximum de vraisemblance.	We propose an adaptation of maximum likelihood estimation, instantiated on logistic regression.	0.50244140625
22	9D7CC376BB86766215A50A5C1B621E7AF15D345D	Le critère proposé vise à estimer les probabilités conditionnelles, de manière précise à l'intérieur d'un intervalle défini par l'utilisateur, et moins précise ailleurs.	The model outputs proper conditional probabilities into a user-defined interval and is less precise elsewhere.	0.6689453125
23	9D7CC376BB86766215A50A5C1B621E7AF15D345D	Le modèle est aussi parcimonieux, dans le sens où peu d'exemples contribuent à la solution.	The model is sparse, in the sense that few examples contribute to the solution.	0.79541015625
24	9D7CC376BB86766215A50A5C1B621E7AF15D345D	Nous appliquons ce critère à la régression logistique. Ce modèle de régression logistique parcimonieuse sera ensuite validé par le jeu de données Forest Covertype de l'UCI.	The computational efficiency is thus improved compared to logistic regression. Furthermore, preliminary experiments show improvements over standard logistic regression with performances similar to support vector machines.	0.28955078125
25	9B2F0EE8024ACE343D94051371935805668BF455	L'article décrit un détecteur de formants simple destiné à être utilisé avec implant cochléare multicanaux.	A simple formant-estimating speech processor has been developed to make use of the “hearing” produced by electrical stimulation of the auditory nerve with a multiple-channel cochlear implant.	0.45654296875
26	9B2F0EE8024ACE343D94051371935805668BF455	Treize patients implantés se sont entraînés avec un processeur qui traitait la fréquence du deuxième formant, la fréquence fondamentale et l'enveloppe du signal de parole (F 0 F 2).	Thirteen implant patients were trained and evaluated with a processor that presented the second formant frequency, fundamental frequency, and amplitude envelope of the speech (F 0 F 2).	0.755859375
27	9B2F0EE8024ACE343D94051371935805668BF455	Neuf patients ont été entrînés avec un processeur qui présentait la fréquence du premier et deuxième formant, la fréquence fondamentale et l'amplitude du premier et deuxième formant (F 0 F 1 F 2).	Nine patients were trained and evaluated with a processor that presented the first and second formant frequencies, fundamental frequency, and first and second formant amplitudes (F 0 F 1 F 2).	0.72021484375
28	9B2F0EE8024ACE343D94051371935805668BF455	Le processeur était normalement utilisé en même temps que la lecture labiale. Les patients ont donc été entraînés à lecture labiale et à l'audition, ainsi qu' à l'audition uniquement.	The most common use of the speech processor was in conjunction with lipreading, so the patients were trained in lipreading plus hearing, as well as hearing alone.	0.65869140625
29	9B2F0EE8024ACE343D94051371935805668BF455	Le groupe F 0 F 1 F 2 a obtenu de meilleures performances en discrimination et en reconnaissance de mots et de phrases à l'audition seule.	The F 0 F 1 F 2 group performed significantly better in discrimination tasks and word and sentence recognition through hearing alone.	0.80078125
30	9B2F0EE8024ACE343D94051371935805668BF455	Au cors d'une tâche de détection de parole, le même groupe a également démontré une amélioration significativement plus forte lorsque l'audition et la lecture labiale étaient associées qu'en lecture labiale seule.	The F 0 F 1 F 2 group also showed a significantly greater improvement when hearing and lipreading was compared with lipreading alone in a speech tracking task.	0.55224609375
31	9B2F0EE8024ACE343D94051371935805668BF455	Un étude de reconnaissance de spondée en présence de bruit à l'aide de la seule audition a aussi indiqué que l'information fournie par F 1 produisait une amélioration équivalente à une augmentation de 5 dB du rapport signal sur bruit.	A study of spondeerecognition in noise with hearing alone indicated that the added first formant information produced an improvement that was equivalent to a 5 dB increase in the signal-to-noise ratio.	0.58056640625
32	F6FD7B73AD9E22FCCD4A72897A93188974FD5645	Il existe un point de vue selon lequel des processus fondamentaux différents sont impliqués dans la reconnaissance des mots pour la parole et l'écriture.	There is a view that the fundamental processes involved in word recognition might somehow be different for speech and print.	0.81298828125
33	F6FD7B73AD9E22FCCD4A72897A93188974FD5645	Nous soutenons que ce point de vue est infondé, et que les modéles de l'accés lexical mis au point pour l'écriture sont aussi appropriés pour la parole, compte tenu des différences évidentes dues aux propiétés physiques des signaux de la parole.	We argue that this view is unjustified, and that the models of lexical access developed for the written form are also appropriate for speech, provided that we allow for obvious differences due to the physical characteristics of speech signals.	0.84033203125
34	F6FD7B73AD9E22FCCD4A72897A93188974FD5645	Un accent particulier est mis sur le rôle de la fréquence des mots dans le processus de reconnaissance, car cela limite les types de modéles à prendre en considération (par exemple, le modéle de la cohorte).	Particular emphasis is given to the role of word frequency in the recognition process, since this places restrictions on the types of models that can be considered (e.g., the cohort model).	0.8681640625
35	F6FD7B73AD9E22FCCD4A72897A93188974FD5645	Nous rejetons le point de vue selon lequel il n'existe pas d'effects de fréquence dans la reconnaissance des mots parlés, et nous rejetons aussi le point de vue selon lequel les effets de fréquence dans la reconnaissance des mots écrits ne sont que le reflet de décisions post-accès lexical.	We reject the view that there are no frequency effects in spoken word recognition, and we also reject the view that frequency effects in printed word recognition can be relegated to the minor status of a post-access decision effect.	0.62744140625
36	7D7519CA5916FCBEB7A4F7718C4788241D47DDBC	Des études récentes ont montré que les techniques de reconnaissance de la parole en sous-bandes peuvent améliorer les performances des systèmes classiques larges bandes dans des conditions de bruit additif à bande étroite.	Recent studies have shown that the sub-band based speech recognition approach has the potential of improving upon the conventional, full-band based model against frequency-selective noise.	0.7138671875
37	7D7519CA5916FCBEB7A4F7718C4788241D47DDBC	Un aspect important de l'implémentation de l'approche en sous-bandes est le choix de la mèthode de recombinaison des observations dans chaque bande.	A critical issue towards exploiting this potential is the choice of the method for combining the sub-band observations.	0.6708984375
38	7D7519CA5916FCBEB7A4F7718C4788241D47DDBC	Ce papier présente une nouvelle méthode, appelée modèle d'union probabiliste, pour effectuer cette recombinaison.	This paper introduces a new method, namely, the probabilistic-union model, for this combination.	0.80029296875
39	7D7519CA5916FCBEB7A4F7718C4788241D47DDBC	Ce nouveau modèle est basé sur la théorie de l'union des événements aléatoires, et représente une nouvelle méthode pour la modélisation d'observations partiellement bruitées sans (ou presque) connaissance a priori de la nature du bruit.	The new model is based on the probability theory for the union of random events, and represents a new method for modeling partially corrupted observations given little knowledge about the corruption.	0.5810546875
40	7D7519CA5916FCBEB7A4F7718C4788241D47DDBC	Le nouveau modèle a été intégré aux modèles de Markov cachés (HMM) et testé dans une táche de reconnaissance indépendante du locuteur de parole corrompue par divers types de bruits additifs.	The new model has been incorporated into a hidden Markov model (HMM) and tested for recognizing a speaker-independent E-set, corrupted by various types of additive noise.	0.60498046875
41	7D7519CA5916FCBEB7A4F7718C4788241D47DDBC	Les résultats montrent que le nouveau modèle offre une bonne robustesse aux bruits bandes étroites, tout en ne nécessitant pas ou presque pas de connaissance des propriétés statistiques du bruit.	The results show that the new model offers robustness to partial frequency corruption, requiring little or no knowledge about the noise statistics.	0.6357421875
42	14232CEE390860F5D195265F5C2BD48FA31F2120	Si les mouvements articulatoires peuvent être calculés, les paramètres articulatoires qui représentent le mouvement des organes articulatoires pourraient être des traits utiles pour la reconnaissance de la parole.	If articulatory movements can be estimated, then the articulatory parameters which represent the motion of the articulatory organs would be useful for speech recognition.	0.84326171875
43	14232CEE390860F5D195265F5C2BD48FA31F2120	Une méthode efficace pour l'estimation de ces mouvements est décrite ainsi que son application à la reconnaissance de la parole.	This paper discusses an effective method of estimating articulatory movements and its application to speech recognition.	0.79248046875
44	14232CEE390860F5D195265F5C2BD48FA31F2120	Nous décrivons d'abord une méthode dite de modèle apparié et nous évaluons diverses mesures de distance spectrale.	Firstly, what is described is a method of estimating articulatory parameters known as the model matching method, and various spectral distance measures are evaluated for this method.	0.62646484375
45	14232CEE390860F5D195265F5C2BD48FA31F2120	Les résultats indiquent qu'en moyenne la meilleure mesure est celle de la distance cepstrale d'ordre élevé.	The results show that the best in average is the higher order cepstral distance measure, which is one of the peak weighted measure.	0.58740234375
46	14232CEE390860F5D195265F5C2BD48FA31F2120	Ensuite, les parametres articulatoires sont utilisés pour la reconnaissance des voyelles.	Secondly, articulatory parameters are utilized for the recognition of vowels uttered by unspecified speakers.	0.4892578125
47	14232CEE390860F5D195265F5C2BD48FA31F2120	Il est montré que l'adaptation du modèle en fonction de la longueur estimée du conduit vocal normalise efficacement les différences inter-locuteurs.	It is shown that the adaptation of the model by the estimated mean vocal tract length is effective to normalize speaker difference.	0.73193359375
48	14232CEE390860F5D195265F5C2BD48FA31F2120	Enfin, les commandes motrices des mouvements articulatoires sont estimées en tenant compte de la dynamique articulatoire, ce qui permet de reconnaître les voyelles émises de manière continue grâce à ces commandes.	Thirdly, the motor commands to move the articulatory organs are estimated considering articulatory dynamics, and the continuous vowels are recognized by means of these estimated commands.	0.64501953125
49	14232CEE390860F5D195265F5C2BD48FA31F2120	Une part considérable des effets de coarticulation peut aussi être compensée à l'aide de ces commandes estimées, ce qui rend la méthode utile pour la reconnaissance de la parole continue.	It has been found that a considerable part of the coarticulation effects can be compensated for by this command estimated, and the method is useful for continuous speech recognition.	0.802734375
50	C627E330B0208C4E6B76FFC3F0F7E88F84AE50DF	La plupart des théories de l'acquisition du langage supposent que celui qui apprend le langage peut segmenter la parole en propositions.	Most theories of language acquisition implicitly assume that the language learner is able to arrive at a segmentation of speech into clausal units.	0.7216796875
51	C627E330B0208C4E6B76FFC3F0F7E88F84AE50DF	Dans l'étude que nous présentons, une procédure de préférence a été utilisée pour étudier si les enfants de 7–10 mois sont sensibles aux correlats acoustiques des propositions en anglais.	The present studies employed a preference procedure to examine the sensitivity of 7-10-month-old infants to acoustic correlates of clausal units in English.	0.66650390625
52	C627E330B0208C4E6B76FFC3F0F7E88F84AE50DF	Des exemples apparcillés ont été construits à partir de l'enrégistrement d'une mère parlant à son enfant. Des pauses ont été insérées soit aux frontières des propositions soit à l'intérieur de ces propositions.	From a recording of a mother speaking to her child, matched samples were constructed by inserting pauses either at clause boundaries or at within-clause locations.	0.56201171875
53	C627E330B0208C4E6B76FFC3F0F7E88F84AE50DF	Les enfants s'orientent plus longuement vers les exemples segmentés aux frontières des propositions.	The infants oriented longer to the samples segmented at the clause boundary.	0.63623046875
54	C627E330B0208C4E6B76FFC3F0F7E88F84AE50DF	Une seconde expérience confirme que cette préférence dépend des endroits où sont insérées les pauses.	A second experiment confirmed that these preferences depended on where the pauses were inserted in the samples.	0.72265625
55	C627E330B0208C4E6B76FFC3F0F7E88F84AE50DF	Ces résultats ont des implications importantes pour comprendre comment le langage est appris.	These findings have important implications for understanding how language is learnable.	0.8896484375
56	C627E330B0208C4E6B76FFC3F0F7E88F84AE50DF	L'enfant prelinguistique possède apparemment les moyens de détecter des unités importantes telles que les propositions à l'intérieur desquelles les règles grammaticales s'appliquent.	The prelinguistic infant apparently possesses the means to detect important units such as clauses, within which grammatical rules apply.	0.8037109375
57	146B1E16837BAB81CDF0DA97911BC7A88DAD4C6E	En reconnaissance de la parole, le fait de ne pas disposer de suffisamment de données d’apprentissage constitue un problème important.		0.16357421875
58	146B1E16837BAB81CDF0DA97911BC7A88DAD4C6E	Pour résoudre ce problème, nous proposons un nouveau modèle de langue, les “n-grammes multi-classes composites”.	A new language model is proposed to cope with the scarcity of training data.	0.36181640625
59	146B1E16837BAB81CDF0DA97911BC7A88DAD4C6E	Il s’agit d’un modèle compact reposant sur des classes de mots appelées multi-classes. Ce modèle obtient de bons taux de prédiction sur des données d’apprentissage de taille réduite. Dans les classes de mots, les commutations possibles en chaque position sont retenues comme attribut des n-grammes, et une classe différente est créée pour chaque position.	The proposed multi-class N-gram achieves an accurate word prediction capability and high reliability with a small number of model parameters by clustering words multi-dimensionally into classes, where the left and right context are independently treated.	0.45654296875
60	146B1E16837BAB81CDF0DA97911BC7A88DAD4C6E		Each multiple class is assigned by a grouping process based on the left and right neighboring characteristics.	0.1962890625
61	146B1E16837BAB81CDF0DA97911BC7A88DAD4C6E	Les n-grammes multi-classes sont étendus en n-grammes multi-classes composites en considérant les n-grammes de longueurs supérieures les plus fréquents qui représentent les suites de mots les plus fréquentes.	Furthermore, by introducing frequent word successions to partially include higher order statistics, multi-class N-grams are extended to more efficient multi-class composite N-grams.	0.513671875
62	146B1E16837BAB81CDF0DA97911BC7A88DAD4C6E	Lors des expériences réalisées, nous avons constaté d’une part une diminution de la perplexité de 9,5% et d’autre part une diminution de 16% du taux d’erreurs en nombre de mots non reconnus en reconnaissance de la parole, ce avec une réduction de 40% de la taille des paramètres par rapport aux trigrammes conventionnels.	In comparison to conventional word tri-grams, the multi-class composite N-grams achieved 9.5% lower perplexity and a 16% lower word error rate in a speech recognition experiment with a 40% smaller parameter size.	0.51611328125
63	0459C020EB98E20C9E5B19E2BDA97FD69D153C47	La plupart des biologistes et certains cognitivistes sont arrivés indépendamment à la conclusion que l'apprentissage, au sens instructiviste et traditionnel du terme, n'existait pas.	Most biologists and some cognitive scientists have independently reached the conclusion that there is no such thing as learning in the traditional “instructive” sense.	0.8798828125
64	0459C020EB98E20C9E5B19E2BDA97FD69D153C47	Cette thèse peut sembler extrémiste, mais je la défend ici à la lumière de données et de théories provenant d'une part de la biologie, en particulier de la théorie de l'évolution et de l'immunologie, et d'autre part, de la grammaire générative moderne.	This is, admittedly, a somewhat extreme thesis, but I defend it herein the light of data and theories jointly extracted from biology, especially from evolutionary theory and immunology, and from modern generative grammar.	0.81640625
65	0459C020EB98E20C9E5B19E2BDA97FD69D153C47	Je souligne également que la chute de l'apprentissage est incontestée dans les sciences biologiques, alors qu'un consensus similaire n'a pas encore été atteint en psychologie ni en linguistique.	I also point out that the general demise of learning is uncontroversial in the biological sciences, while a similar consensus has not yet been reached in psychology and in linguistics at large.	0.82080078125
66	0459C020EB98E20C9E5B19E2BDA97FD69D153C47	Puisque de nombreux arguments offerts à l'heure actuelle en faveur de l'apprentissage et d'une capacité d' “intelligence générale” s'appuient souvent sur une image déformée de l'évolution humaine, je dévouc quelques sections de cet article à une critique de l' “adaptationnisme”, en donnant également les éléments d'une meilleure théorie de l'évolution (fondée sur i' “exaptation”).	Since many arguments presently offered in defense of learning and in defense of “general intelligence” are often based on a distorted picture of human biological evolution, I devote some sections of this paper to a critique of “adaptationism,” providing also a sketch of a better evolutionary theory (one based on “exaptation”).	0.71875
67	0459C020EB98E20C9E5B19E2BDA97FD69D153C47	De plus, certains arguments en psychologie et en intelligence artificielle présentés aujourd'hui comme indubitables sont en fait une réplique exacte des anciens arguments en faveur de l'instruction et contre la sélection en biologie; je m'appuie sur ces erreurs du passé en tirant des leçons pour le présent et le futur.	Moreover, since certain standard arguments presented today as “knock-down” in psychology, in linguistics and in artificial intelligence are a perfect replica of those once voiced by biologists in favor of instruction and against selection, I capitalize on these errors of the past to draw some lessons for the present and for the future.	0.6689453125
68	F9C07092FCFE459414B247CBD77CC197D75A4EE3	Cet article consiste en un examen des tenants et des aboutissants de l’activité de relecture, considérée principalement sous l’angle de la temporalité.	This article deals with rereading activity, mostly in its relationship to temporality.	0.8232421875
69	F9C07092FCFE459414B247CBD77CC197D75A4EE3	Après une brève étape de définition, y sont successivement abordées les tentatives de « programmation » textuelle de la relecture face aux relectures spontanées, les modalités mêmes de la relecture de textes fictionnels et non fictionnels, les motivations de la pratique de relecture.	After a few definitions, it analyses successively textual « programming » of rereading, various modalities of rereading of either fictional or non fictional texts, the main reasons of rereading.	0.67431640625
70	F9C07092FCFE459414B247CBD77CC197D75A4EE3	Ainsi se dégage une manière de bilan du phénomène de relecture dans son rapport au temps, implications comprises, sur le triple plan poétologique, pragmatique et anthropologique.	It thus allows a synthesis of the rereading phenomenon in its links to temporal flow, both on poetical, pragmatical and anthropological level.	0.75146484375
71	97325E23A2A288CCC3BBE4A573375A3DEDB18A31	Ce papier décrit les résultats récents en modélisation de l'onde glottique pour la synthèse de parole.	This paper describes recent advances in glottal source modeling for speech synthesis.	0.72412109375
72	97325E23A2A288CCC3BBE4A573375A3DEDB18A31	Nous décrivons plus spécifiquement deux méthodes de modélisation de l'onde glottique, que nous appliquons á des problèmes de conversion de voix.	In particular two procedures for modeling the glottal excitation waveform are described and applied to voice conversion.	0.66748046875
73	97325E23A2A288CCC3BBE4A573375A3DEDB18A31	Un des modèles utilise une modélisation polynomiale (pour modéliser la dérivée de l'onde de débit à l'intérieur d'une période fondamentale).	One model uses a polynomial to represent the glottal excitation waveform for one pitch period.	0.52001953125
74	97325E23A2A288CCC3BBE4A573375A3DEDB18A31	Les coefficients de ce polynome forment un vecteur qui est ensuite utilisé pour apprendre un dictionnaire de formes de références d'excitation glottiques, comprenant 32 entrées (pour les segments voisés).	The coefficients of the polynomial model form a vector that is used to design a glottal excitation code book with 32 entries for voiced excitation.	0.57421875
75	97325E23A2A288CCC3BBE4A573375A3DEDB18A31	Ce dictionnaire est appris sur deux phrases, prononcées par des locuteurs différents.	The codebook is designed and trained using two sentences spoken by different speakers.	0.67333984375
76	97325E23A2A288CCC3BBE4A573375A3DEDB18A31		Speech is synthesized using a quantized glottal excitation waveform for one speaker as the excitation for a glottal excitation linear predictive (GELP) synthesizer designed using tract parameters obtained from the speech of another speaker.	0.470947265625
77	97325E23A2A288CCC3BBE4A573375A3DEDB18A31		Our implementation of the LP synthesizer is patterned after both a pitch-excited LP speech synthesizer and a code excited linear predictive (CELP) speech coder.	0.29736328125
78	97325E23A2A288CCC3BBE4A573375A3DEDB18A31	L'excitation dans les segments non-voisés est représentée à l'aide d'un dictionnaire de formes d'onde de bruit comprenant 256 références.	In addition to the glottal excitation codebook, we use a stochastic codebook with 256 entries for unvoiced noise excitation.	0.4443359375
79	97325E23A2A288CCC3BBE4A573375A3DEDB18A31	Nous décrivons dans cette contribution les techniques d'analyse pour apprendre les deux dictionnaires.	Analysis techniques are described for constructing both codebooks.	0.63037109375
80	97325E23A2A288CCC3BBE4A573375A3DEDB18A31	Nous utilisons, pour la transformation de voix, un système de prédiction linéaire excitée par une onde glottique paramétrique (Glottal Excitation Linear Predictive synthesizer, GELP);		0.380126953125
81	97325E23A2A288CCC3BBE4A573375A3DEDB18A31	nous proposons de transformer la voix en utilisant des formes d'onde glottique quantifiées du locuteur cible comme signal d'excitation du synthétiseur GELP, les filtres de synthèse, représentant la fonction de transfert acoustique des cavités supra-glottiques n'étant pas modifiés lors de la transformation.		0.278076171875
82	97325E23A2A288CCC3BBE4A573375A3DEDB18A31	Le synthétiseur GELP permet d'obtenir une très bonne qualité de parole. Elle permet au chercheur de disposer d'un système simple, aux qualités et aux défauts universellement reconnus, capables de reproduire tous les sons du signal de parole, et disposant d'une excitation paramétrique directement reliée á la dérivée de l'onde de débit glottique et à l'intégrale du résidu de prédiction.	The GELP synthesizer, which resynthesizes speech with high quality, provides the speech scientist with a simple speech synthesis procedure that uses established analysis techniques, that is able to reproduce all speech sounds, and yet also has an excitation model waveform that is related to the derivative of the glottal flow and the integral of the residue.	0.5830078125
83	97325E23A2A288CCC3BBE4A573375A3DEDB18A31	Nous proposons aussi une autre approche fondée sur l'utilisation du modèle de Liljencrants-Fant (LF) d'onde glottique pour modéliser les caractéristiques de différents modes de phonation (tendu, chuchotté,…).	Another approach uses the LF glottal volume-velocity waveform to model the characteristics of three voice types: modal, breathy, and vocal fry (creaky).	0.4365234375
84	97325E23A2A288CCC3BBE4A573375A3DEDB18A31	Nous proposons de transformer le mode de phonation en utilisant le synthétiseur GELP, en altérant l'onde de débit glottique sans modifier les caractéristiques du filtre de synthèse.	We then convert a modal voice to sound like a breathy or vocal fry voice using the vocal tract characteristics for modal voice and the glottal volume-velocity waveform model for breathy and vocal fry voices as the excitation.	0.427001953125
85	5C92476076DA77EE9FA9141F2773DBD55E572601	Normalement, le lexique d'un système de reconnaisance de la parole contient des modèles de pronunciation qui décrivent comment les differents mots peuvent être réalisés en fonction des unités phonétiques (p.e. phonèmes).	The lexicon of a speech recognizer is supposed to contain pronunciation models describing how words can be realized as sequences of subword units (usually phonemes).	0.80322265625
86	5C92476076DA77EE9FA9141F2773DBD55E572601	Dans cette contribution on présente une méthode pour améliorer ces modèles simples et peu réalistes grâce à l'addition de plusieurs variantes de pronunciation pour chaque mot.	In this contribution we present a method for upgrading initially simple pronunciation models to new models that can explain several pronunciation variants of each word.	0.7890625
87	5C92476076DA77EE9FA9141F2773DBD55E572601	Puisque la stratégie présentée peut produire des variantes de prononciation et dériver des dependances à travers des mots, elle est également une alternative attirante pour l'encodage manuel de plusieurs pronunciations dans le lexique.	Since the presented strategy is capable of producing pronunciation variants and cross-word dependencies completely automatically, it is an attractive alternative to the manual encoding of multiple pronunciations in the lexicon.	0.74609375
88	5C92476076DA77EE9FA9141F2773DBD55E572601	La méthode s'écoule en trois phases: d'abord l'apprentissage automatique de règles de prononciation en examinant un corpus transcrit au niveau orthographique, puis l'application de ces règles aux modèles simples afin d'obtenir des variantes de prononciation, et enfin l'intégration des variantes dans des nouveaux modèles.	The method learns pronunciation rules from orthographically transcribed speech utterances, and subsequently applies these rules to generate common pronunciation variants. All variants of one word are then compiled into a compact pronunciation model. The obtained models are properly integrated in the speech recognizer, where they replace the formerly used simple models.	0.6201171875
89	5C92476076DA77EE9FA9141F2773DBD55E572601	En apprenant des règles plutôt que des variantes, on peut créer des variantes de mots pas observés dans le corpus, tandis que l'on garde tout de même les avantages d'une procedure dirigée par les données.	By learning pronunciation rules rather than pronunciation variants from the data, one can combine the advantages of data-driven and rule-based approaches.	0.70361328125
90	5C92476076DA77EE9FA9141F2773DBD55E572601	Les caractéristiques importantes de la méthode sont qu'elle tient compte des dépendances entre les règles dès le début, qu'elle supporte des règles d'exception affectant la production de variantes par d'autres règles, et finalement qu'elle sait estimer d'une façon bien fondée les probabilités des variantes de pronunciation.	Important properties of the proposed methodology are that it incorporates dependencies between the rules from the very beginning (during the training), that it supports exception rules not producing pronunciation variants but affecting the production of such variants by other rules (called production rules), and that it has a sound probabilistic basis for the attachment of likelihoods to the word pronunciation variants.	0.578125
